"Geographic Area Name (NAME)","Year (YEAR)","2017 NAPCS collection code (NAPCS2017)","Meaning of NAPCS collection code (NAPCS2017_LABEL)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Type of operation code (TYPOP_LABEL)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue of NAPCS collection code ($1,000) (NAPCSDOL)","Industry contribution to total NAPCS collection code sales, value of shipments, or revenue (%) (NAICSALL_PCT)","Range indicating percent of total NAPCS collection code sales, value of shipments, or revenue imputed (NAPCSDOL_IMP)","Relative standard error of NAPCS collection code sales, value of shipments, or revenue (%) (NAPCSDOL_S)"
"United States","2017","2023100000","Manufacturing of furniture parts, plastic and metal, including frames and sleeper mechanisms and other types (excluding metal furniture hardware)","00","Total for all sectors","All establishments","125","243,440","100.0","10% to less than 20%","9.3"
"United States","2017","2023125000","Manufacturing of special alpha and dissolving woodpulp (sulfite and sulfate for chemical conversion, papermaking, and other uses), sulfate woodpulp (including soda), sulfite woodpulp, and other woodpulp","00","Total for all sectors","All establishments","38","6,775,326","100.0","Less than 10%","0.2"
"United States","2017","2023150000","Manufacturing of pulp, other than wood, including pulp made from cotton linters, straw, rag, flax, deinked paper, bagasse, etc.","00","Total for all sectors","All establishments","15","579,958","100.0","Less than 10%","0.6"
"United States","2017","2023175000","Manufacturing of unbleached kraft linerboard","00","Total for all sectors","All establishments","42","11,433,088","100.0","Less than 10%","1.6"
"United States","2017","2023200000","Manufacturing of other unbleached kraft packaging and industrial converting paperboard, including tube, can, and drum paperboard, corrugating medium, folding carton-type board, etc.","00","Total for all sectors","All establishments","35","5,036,035","100.0","Less than 10%","3.4"
"United States","2017","2023225000","Manufacturing of bleached folding carton-type paperboard","00","Total for all sectors","All establishments","11","1,506,593","100.0","Less than 10%","0.9"
"United States","2017","2023250000","Manufacturing of bleached milk carton board","00","Total for all sectors","All establishments","7","797,386","100.0","Less than 10%","0.0"
"United States","2017","2023275000","Manufacturing of other solid bleached paperboard, including linerboard, heavyweight cup and round nested food container board, plate, dish, and tray stock, and paperboard for moist, liquid, and oily foods","00","Total for all sectors","All establishments","37","3,902,611","100.0","Less than 10%","4.7"
"United States","2017","2023300000","Manufacturing of semichemical paperboard, including corrugating medium (75 percent or more virgin woodpulp)","00","Total for all sectors","All establishments","10","1,652,737","100.0","Less than 10%","0.0"
"United States","2017","2023325000","Manufacturing of recycled corrugating medium","00","Total for all sectors","All establishments","30","2,071,075","100.0","Less than 10%","5.0"
"United States","2017","2023350000","Manufacturing of recycled linerboard and container chip and filler board","00","Total for all sectors","All establishments","31","3,581,099","100.0","Less than 10%","2.5"
"United States","2017","2023375000","Manufacturing of recycled clay-coated folding carton board","00","Total for all sectors","All establishments","15","819,277","100.0","10% to less than 20%","12.7"
"United States","2017","2023400000","Manufacturing of recycled unlined folding carton chipboard, and lined, including kraft and white","00","Total for all sectors","All establishments","10","181,092","100.0","Less than 10%","23.6"
"United States","2017","2023425000","Manufacturing of other recycled paperboard, including setup, tube, can, and drum stock, gypsum linerboard, panelboard and wallboard stock, and other special combination packaging and converting paperboard","00","Total for all sectors","All establishments","25","1,108,375","100.0","Less than 10%","13.2"
"United States","2017","2023450000","Manufacturing of wet machine board, including binders' board and shoe board","00","Total for all sectors","All establishments","5","88,668 (s)","100.0","20% to less than 30%","41.1"
"United States","2017","2023475000","Manufacturing of bleached bristols and clay-coated, uncoated freesheet, cotton fiber, special industrial, packaging, and industrial converting papers","00","Total for all sectors","All establishments","96","14,407,710","100.0","10% to less than 20%","1.8"
"United States","2017","2023500000","Manufacturing of other coated and processed papers, excluding for packaging uses","00","Total for all sectors","All establishments","98","2,043,922","100.0","Less than 10%","2.6"
"United States","2017","2023525000","Manufacturing of construction paper","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2023575000","Manufacturing of newsprint","00","Total for all sectors","All establishments","9","586,857","100.0","Less than 10%","0.0"
"United States","2017","2023600000","Manufacturing of uncoated ground-wood paper (containing more than 10 percent mechanical fiber)","00","Total for all sectors","All establishments","6","528,765","100.0","Less than 10%","3.0"
"United States","2017","2023625000","Manufacturing of printing paper, coated one and two sides","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2023650000","Manufacturing of wedding and social announcements, paper, cards, and envelopes","00","Total for all sectors","All establishments","15","7,458","100.0","Less than 10%","29.9"
"United States","2017","2023675000","Manufacturing of engravers' materials, including printing type, blocks, plates, cylinders, and other printing components","00","Total for all sectors","All establishments","29","79,688","100.0","Less than 10%","2.1"
"United States","2017","2023700000","Manufacturing of letterpress printing inks","00","Total for all sectors","All establishments","59","266,948","100.0","10% to less than 20%","13.0"
"United States","2017","2023725000","Manufacturing of news and nonheat web offset printing inks","00","Total for all sectors","All establishments","38","60,273","100.0","Less than 10%","23.4"
"United States","2017","2023750000","Manufacturing of publication and commercial web inks","00","Total for all sectors","All establishments","66","465,959","100.0","10% to less than 20%","6.3"
"United States","2017","2023775000","Manufacturing of sheet-fed general inks","00","Total for all sectors","All establishments","88","141,107","100.0","20% to less than 30%","13.0"
"United States","2017","2023800000","Manufacturing of sheet-fed packaging inks","00","Total for all sectors","All establishments","82","183,976","100.0","10% to less than 20%","9.8"
"United States","2017","2023825000","Manufacturing of gravure publication printing inks","00","Total for all sectors","All establishments","39","63,080","100.0","10% to less than 20%","18.5"
"United States","2017","2023850000","Manufacturing of other gravure printing inks, excluding publication printing types","00","Total for all sectors","All establishments","40","70,237","100.0","10% to less than 20%","11.4"
"United States","2017","2023875000","Manufacturing of flexographic printing inks","00","Total for all sectors","All establishments","178","1,191,995","100.0","10% to less than 20%","3.3"
"United States","2017","2023900000","Manufacturing of nonimpact/digital inks","00","Total for all sectors","All establishments","165","1,407,219","100.0","10% to less than 20%","2.9"
"United States","2017","2023925000","Manufacturing of all other printing inks","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2023975000","Manufacturing of calcined petroleum coke","00","Total for all sectors","All establishments","26","1,325,170","100.0","Less than 10%","0.0"
"United States","2017","2024000000","Manufacturing of petroleum coke","00","Total for all sectors","All establishments","43","1,949,320","100.0","Less than 10%","1.5"
"United States","2017","2024025000","Manufacturing of unfinished oils and lubricating oil base stock","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2024050000","Manufacturing of asphalt","00","Total for all sectors","All establishments","84","6,179,305","100.0","Less than 10%","0.3"
"United States","2017","2024075000","Manufacturing of aromatics (benzene, toluene, xylene, etc.)","00","Total for all sectors","All establishments","86","21,880,908","100.0","Less than 10%","2.1"
"United States","2017","2024100000","Manufacturing of liquefied refinery gases (aliphatics)","00","Total for all sectors","All establishments","151","44,153,311","100.0","Less than 10%","1.0"
"United States","2017","2024125000","Manufacturing of still gas (refinery gas)","00","Total for all sectors","All establishments","10","326,489","100.0","Less than 10%","1.2"
